name,type,source
TG(14:0/19:0/i-14:0),compound,food_db
TG(14:0/i-19:0/15:0),compound,food_db
TG(i-14:0/19:0/i-15:0),compound,food_db
TG(i-14:0/i-19:0/a-15:0)[rac],compound,food_db
TG(14:0/i-19:0/a-15:0)[rac],compound,food_db
TG(14:0/i-19:0/i-15:0),compound,food_db
TG(i-14:0/i-19:0/15:0),compound,food_db
TG(i-14:0/19:0/a-15:0)[rac],compound,food_db
TG(i-14:0/i-19:0/i-15:0),compound,food_db
TG(i-14:0/19:0/15:0),compound,food_db
TG(14:0/19:0/15:0),compound,food_db
TG(14:0/19:0/i-15:0),compound,food_db
TG(14:0/19:0/a-15:0)[rac],compound,food_db
TG(14:0/i-19:0/16:0),compound,food_db
TG(i-14:0/19:0/i-16:0),compound,food_db
TG(14:0/i-19:0/i-16:0),compound,food_db
TG(i-14:0/i-19:0/16:0),compound,food_db
TG(i-14:0/i-19:0/i-16:0),compound,food_db
TG(i-14:0/19:0/16:0),compound,food_db
TG(14:0/19:0/16:0),compound,food_db
TG(14:0/19:0/i-16:0),compound,food_db
TG(14:0/i-19:0/17:0),compound,food_db
TG(i-14:0/19:0/i-17:0),compound,food_db
TG(i-14:0/i-19:0/a-17:0)[rac],compound,food_db
TG(14:0/i-19:0/a-17:0)[rac],compound,food_db
TG(14:0/i-19:0/i-17:0),compound,food_db
TG(i-14:0/i-19:0/17:0),compound,food_db
TG(i-14:0/19:0/a-17:0)[rac],compound,food_db
TG(i-14:0/i-19:0/i-17:0),compound,food_db
TG(i-14:0/19:0/17:0),compound,food_db
TG(14:0/19:0/17:0),compound,food_db
TG(14:0/19:0/i-17:0),compound,food_db
TG(14:0/19:0/a-17:0)[rac],compound,food_db
TG(14:0/i-19:0/18:0),compound,food_db
TG(i-14:0/19:0/i-18:0),compound,food_db
TG(14:0/i-19:0/i-18:0),compound,food_db
TG(i-14:0/i-19:0/18:0),compound,food_db
TG(i-14:0/i-19:0/i-18:0),compound,food_db
TG(i-14:0/19:0/18:0),compound,food_db
TG(14:0/19:0/18:0),compound,food_db
TG(14:0/19:0/i-18:0),compound,food_db
TG(14:0/i-19:0/19:0),compound,food_db
TG(i-14:0/19:0/i-19:0),compound,food_db
TG(14:0/i-19:0/i-19:0),compound,food_db
TG(i-14:0/i-19:0/19:0),compound,food_db
TG(i-14:0/i-19:0/i-19:0),compound,food_db
TG(i-14:0/19:0/19:0),compound,food_db
TG(14:0/19:0/19:0),compound,food_db
TG(14:0/19:0/i-19:0),compound,food_db
TG(14:0/i-19:0/20:0),compound,food_db
TG(i-14:0/19:0/i-20:0),compound,food_db
TG(14:0/i-19:0/i-20:0),compound,food_db
TG(i-14:0/i-19:0/20:0),compound,food_db
TG(i-14:0/i-19:0/i-20:0),compound,food_db
TG(i-14:0/19:0/20:0),compound,food_db
TG(14:0/19:0/20:0),compound,food_db
TG(14:0/19:0/i-20:0),compound,food_db
TG(14:0/i-19:0/21:0),compound,food_db
TG(i-14:0/19:0/i-21:0),compound,food_db
TG(i-14:0/i-19:0/a-21:0)[rac],compound,food_db
TG(14:0/i-19:0/a-21:0)[rac],compound,food_db
TG(14:0/i-19:0/i-21:0),compound,food_db
TG(i-14:0/i-19:0/21:0),compound,food_db
TG(i-14:0/19:0/a-21:0)[rac],compound,food_db
TG(i-14:0/i-19:0/i-21:0),compound,food_db
TG(i-14:0/19:0/21:0),compound,food_db
TG(14:0/19:0/21:0),compound,food_db
TG(14:0/19:0/i-21:0),compound,food_db
TG(14:0/19:0/a-21:0)[rac],compound,food_db
TG(14:0/i-19:0/22:0),compound,food_db
TG(i-14:0/19:0/i-22:0),compound,food_db
TG(14:0/i-19:0/i-22:0),compound,food_db
TG(i-14:0/i-19:0/22:0),compound,food_db
TG(i-14:0/i-19:0/i-22:0),compound,food_db
TG(i-14:0/19:0/22:0),compound,food_db
TG(14:0/19:0/22:0),compound,food_db
TG(14:0/19:0/i-22:0),compound,food_db
TG(i-14:0/19:0/i-24:0),compound,food_db
TG(14:0/i-19:0/i-24:0),compound,food_db
TG(i-14:0/i-19:0/i-24:0),compound,food_db
TG(14:0/19:0/i-24:0),compound,food_db
TG(i-14:0/i-19:0/a-25:0)[rac],compound,food_db
TG(14:0/i-19:0/a-25:0)[rac],compound,food_db
TG(i-14:0/19:0/a-25:0)[rac],compound,food_db
TG(14:0/19:0/a-25:0)[rac],compound,food_db
TG(14:0/i-20:0/8:0),compound,food_db
TG(i-14:0/i-20:0/8:0),compound,food_db
TG(i-14:0/20:0/8:0),compound,food_db
TG(14:0/20:0/8:0),compound,food_db
TG(14:0/i-20:0/10:0),compound,food_db
TG(i-14:0/i-20:0/10:0),compound,food_db
TG(i-14:0/20:0/10:0),compound,food_db
TG(14:0/20:0/10:0),compound,food_db
TG(14:0/i-20:0/12:0),compound,food_db
TG(i-14:0/20:0/i-12:0),compound,food_db
TG(14:0/i-20:0/i-12:0),compound,food_db
TG(i-14:0/i-20:0/12:0),compound,food_db
TG(i-14:0/i-20:0/i-12:0),compound,food_db
TG(i-14:0/20:0/12:0),compound,food_db
TG(14:0/20:0/12:0),compound,food_db
TG(14:0/20:0/i-12:0),compound,food_db
TG(14:0/i-20:0/13:0),compound,food_db
TG(i-14:0/20:0/i-13:0),compound,food_db
TG(i-14:0/i-20:0/a-13:0)[rac],compound,food_db
TG(14:0/i-20:0/a-13:0)[rac],compound,food_db
TG(14:0/i-20:0/i-13:0),compound,food_db
TG(i-14:0/i-20:0/13:0),compound,food_db
TG(i-14:0/20:0/a-13:0)[rac],compound,food_db
TG(i-14:0/i-20:0/i-13:0),compound,food_db
TG(i-14:0/20:0/13:0),compound,food_db
TG(14:0/20:0/13:0),compound,food_db
TG(14:0/20:0/i-13:0),compound,food_db
TG(14:0/20:0/a-13:0)[rac],compound,food_db
TG(14:0/i-20:0/i-14:0),compound,food_db
TG(i-14:0/i-20:0/14:0),compound,food_db
TG(i-14:0/20:0/14:0),compound,food_db
TG(14:0/20:0/i-14:0),compound,food_db
TG(14:0/i-20:0/15:0),compound,food_db
TG(i-14:0/20:0/i-15:0),compound,food_db
TG(i-14:0/i-20:0/a-15:0)[rac],compound,food_db
TG(14:0/i-20:0/a-15:0)[rac],compound,food_db
TG(14:0/i-20:0/i-15:0),compound,food_db
TG(i-14:0/i-20:0/15:0),compound,food_db
TG(i-14:0/20:0/a-15:0)[rac],compound,food_db
TG(i-14:0/i-20:0/i-15:0),compound,food_db
TG(i-14:0/20:0/15:0),compound,food_db
TG(14:0/20:0/i-15:0),compound,food_db
TG(14:0/20:0/a-15:0)[rac],compound,food_db
TG(14:0/i-20:0/16:0),compound,food_db
TG(i-14:0/20:0/i-16:0),compound,food_db
TG(14:0/i-20:0/i-16:0),compound,food_db
TG(i-14:0/i-20:0/16:0),compound,food_db
TG(i-14:0/i-20:0/i-16:0),compound,food_db
TG(i-14:0/20:0/16:0),compound,food_db
TG(14:0/20:0/i-16:0),compound,food_db
TG(14:0/i-20:0/17:0),compound,food_db
TG(i-14:0/20:0/i-17:0),compound,food_db
TG(i-14:0/i-20:0/a-17:0)[rac],compound,food_db
TG(14:0/i-20:0/a-17:0)[rac],compound,food_db
TG(14:0/i-20:0/i-17:0),compound,food_db
TG(i-14:0/i-20:0/17:0),compound,food_db
TG(i-14:0/20:0/a-17:0)[rac],compound,food_db
TG(i-14:0/i-20:0/i-17:0),compound,food_db
TG(i-14:0/20:0/17:0),compound,food_db
TG(14:0/20:0/17:0),compound,food_db
TG(14:0/20:0/i-17:0),compound,food_db
TG(14:0/20:0/a-17:0)[rac],compound,food_db
TG(14:0/i-20:0/18:0),compound,food_db
TG(i-14:0/20:0/i-18:0),compound,food_db
TG(14:0/i-20:0/i-18:0),compound,food_db
TG(i-14:0/i-20:0/18:0),compound,food_db
TG(i-14:0/i-20:0/i-18:0),compound,food_db
TG(i-14:0/20:0/18:0),compound,food_db
TG(14:0/20:0/i-18:0),compound,food_db
TG(14:0/i-20:0/19:0),compound,food_db
TG(i-14:0/20:0/i-19:0),compound,food_db
TG(14:0/i-20:0/i-19:0),compound,food_db
TG(i-14:0/i-20:0/19:0),compound,food_db
TG(i-14:0/i-20:0/i-19:0),compound,food_db
TG(i-14:0/20:0/19:0),compound,food_db
TG(14:0/20:0/19:0),compound,food_db
TG(14:0/20:0/i-19:0),compound,food_db
TG(14:0/i-20:0/20:0),compound,food_db
TG(i-14:0/20:0/i-20:0),compound,food_db
TG(14:0/i-20:0/i-20:0),compound,food_db
TG(i-14:0/i-20:0/20:0),compound,food_db
TG(i-14:0/i-20:0/i-20:0),compound,food_db
TG(i-14:0/20:0/20:0),compound,food_db
TG(14:0/20:0/i-20:0),compound,food_db
TG(14:0/i-20:0/21:0),compound,food_db
TG(i-14:0/20:0/i-21:0),compound,food_db
TG(i-14:0/i-20:0/a-21:0)[rac],compound,food_db
TG(14:0/i-20:0/a-21:0)[rac],compound,food_db
TG(14:0/i-20:0/i-21:0),compound,food_db
TG(i-14:0/i-20:0/21:0),compound,food_db
TG(i-14:0/20:0/a-21:0)[rac],compound,food_db
TG(i-14:0/i-20:0/i-21:0),compound,food_db
TG(i-14:0/20:0/21:0),compound,food_db
TG(14:0/20:0/21:0),compound,food_db
TG(14:0/20:0/i-21:0),compound,food_db
TG(14:0/20:0/a-21:0)[rac],compound,food_db
TG(14:0/i-20:0/22:0),compound,food_db
TG(i-14:0/20:0/i-22:0),compound,food_db
TG(14:0/i-20:0/i-22:0),compound,food_db
TG(i-14:0/i-20:0/22:0),compound,food_db
TG(i-14:0/i-20:0/i-22:0),compound,food_db
TG(i-14:0/20:0/22:0),compound,food_db
TG(14:0/20:0/i-22:0),compound,food_db
TG(i-14:0/20:0/i-24:0),compound,food_db
TG(14:0/i-20:0/i-24:0),compound,food_db
TG(i-14:0/i-20:0/i-24:0),compound,food_db
TG(14:0/20:0/i-24:0),compound,food_db
TG(i-14:0/i-20:0/a-25:0)[rac],compound,food_db
TG(14:0/i-20:0/a-25:0)[rac],compound,food_db
TG(i-14:0/20:0/a-25:0)[rac],compound,food_db
TG(14:0/20:0/a-25:0)[rac],compound,food_db
TG(14:0/a-21:0/8:0)[rac],compound,food_db
TG(i-14:0/a-21:0/8:0)[rac],compound,food_db
TG(14:0/i-21:0/8:0),compound,food_db
TG(i-14:0/i-21:0/8:0),compound,food_db
TG(i-14:0/21:0/8:0),compound,food_db
TG(14:0/21:0/8:0),compound,food_db
TG(14:0/a-21:0/10:0)[rac],compound,food_db
TG(i-14:0/a-21:0/10:0)[rac],compound,food_db
TG(14:0/i-21:0/10:0),compound,food_db
TG(i-14:0/i-21:0/10:0),compound,food_db
TG(i-14:0/21:0/10:0),compound,food_db
TG(14:0/21:0/10:0),compound,food_db
TG(i-14:0/a-21:0/i-12:0)[rac],compound,food_db
TG(14:0/a-21:0/12:0)[rac],compound,food_db
TG(i-14:0/a-21:0/12:0)[rac],compound,food_db
TG(14:0/a-21:0/i-12:0)[rac],compound,food_db
TG(14:0/i-21:0/12:0),compound,food_db
TG(i-14:0/21:0/i-12:0),compound,food_db
TG(14:0/i-21:0/i-12:0),compound,food_db
TG(i-14:0/i-21:0/12:0),compound,food_db
TG(i-14:0/i-21:0/i-12:0),compound,food_db
TG(i-14:0/21:0/12:0),compound,food_db
TG(14:0/21:0/12:0),compound,food_db
TG(14:0/21:0/i-12:0),compound,food_db
TG(14:0/a-21:0/a-13:0)[rac],compound,food_db
TG(i-14:0/a-21:0/a-13:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-13:0)[rac],compound,food_db
TG(14:0/a-21:0/13:0)[rac],compound,food_db
TG(i-14:0/a-21:0/13:0)[rac],compound,food_db
TG(14:0/a-21:0/i-13:0)[rac],compound,food_db
TG(14:0/i-21:0/13:0),compound,food_db
TG(i-14:0/21:0/i-13:0),compound,food_db
TG(i-14:0/i-21:0/a-13:0)[rac],compound,food_db
TG(14:0/i-21:0/a-13:0)[rac],compound,food_db
TG(14:0/i-21:0/i-13:0),compound,food_db
TG(i-14:0/i-21:0/13:0),compound,food_db
TG(i-14:0/21:0/a-13:0)[rac],compound,food_db
TG(i-14:0/i-21:0/i-13:0),compound,food_db
TG(i-14:0/21:0/13:0),compound,food_db
TG(14:0/21:0/13:0),compound,food_db
TG(14:0/21:0/i-13:0),compound,food_db
TG(14:0/21:0/a-13:0)[rac],compound,food_db
TG(i-14:0/a-21:0/14:0)[rac],compound,food_db
TG(14:0/a-21:0/i-14:0)[rac],compound,food_db
TG(14:0/i-21:0/i-14:0),compound,food_db
TG(i-14:0/i-21:0/14:0),compound,food_db
TG(i-14:0/21:0/14:0),compound,food_db
TG(14:0/21:0/i-14:0),compound,food_db
TG(14:0/a-21:0/a-15:0)[rac],compound,food_db
TG(i-14:0/a-21:0/a-15:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-15:0)[rac],compound,food_db
TG(14:0/a-21:0/15:0)[rac],compound,food_db
TG(i-14:0/a-21:0/15:0)[rac],compound,food_db
TG(14:0/a-21:0/i-15:0)[rac],compound,food_db
TG(14:0/i-21:0/15:0),compound,food_db
TG(i-14:0/21:0/i-15:0),compound,food_db
TG(i-14:0/i-21:0/a-15:0)[rac],compound,food_db
TG(14:0/i-21:0/a-15:0)[rac],compound,food_db
TG(14:0/i-21:0/i-15:0),compound,food_db
TG(i-14:0/i-21:0/15:0),compound,food_db
TG(i-14:0/21:0/a-15:0)[rac],compound,food_db
TG(i-14:0/i-21:0/i-15:0),compound,food_db
TG(i-14:0/21:0/15:0),compound,food_db
TG(14:0/21:0/15:0),compound,food_db
TG(14:0/21:0/i-15:0),compound,food_db
TG(14:0/21:0/a-15:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-16:0)[rac],compound,food_db
TG(14:0/a-21:0/16:0)[rac],compound,food_db
TG(i-14:0/a-21:0/16:0)[rac],compound,food_db
TG(14:0/a-21:0/i-16:0)[rac],compound,food_db
TG(14:0/i-21:0/16:0),compound,food_db
TG(i-14:0/21:0/i-16:0),compound,food_db
TG(14:0/i-21:0/i-16:0),compound,food_db
TG(i-14:0/i-21:0/16:0),compound,food_db
TG(i-14:0/i-21:0/i-16:0),compound,food_db
TG(i-14:0/21:0/16:0),compound,food_db
TG(14:0/21:0/16:0),compound,food_db
TG(14:0/21:0/i-16:0),compound,food_db
TG(14:0/a-21:0/a-17:0)[rac],compound,food_db
TG(i-14:0/a-21:0/a-17:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-17:0)[rac],compound,food_db
TG(14:0/a-21:0/17:0)[rac],compound,food_db
TG(i-14:0/a-21:0/17:0)[rac],compound,food_db
TG(14:0/a-21:0/i-17:0)[rac],compound,food_db
TG(14:0/i-21:0/17:0),compound,food_db
TG(i-14:0/21:0/i-17:0),compound,food_db
TG(i-14:0/i-21:0/a-17:0)[rac],compound,food_db
TG(14:0/i-21:0/a-17:0)[rac],compound,food_db
TG(14:0/i-21:0/i-17:0),compound,food_db
TG(i-14:0/i-21:0/17:0),compound,food_db
TG(i-14:0/21:0/a-17:0)[rac],compound,food_db
TG(i-14:0/i-21:0/i-17:0),compound,food_db
TG(i-14:0/21:0/17:0),compound,food_db
TG(14:0/21:0/17:0),compound,food_db
TG(14:0/21:0/i-17:0),compound,food_db
TG(14:0/21:0/a-17:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-18:0)[rac],compound,food_db
TG(14:0/a-21:0/18:0)[rac],compound,food_db
TG(i-14:0/a-21:0/18:0)[rac],compound,food_db
TG(14:0/a-21:0/i-18:0)[rac],compound,food_db
TG(14:0/i-21:0/18:0),compound,food_db
TG(i-14:0/21:0/i-18:0),compound,food_db
TG(14:0/i-21:0/i-18:0),compound,food_db
TG(i-14:0/i-21:0/18:0),compound,food_db
TG(i-14:0/i-21:0/i-18:0),compound,food_db
TG(i-14:0/21:0/18:0),compound,food_db
TG(14:0/21:0/18:0),compound,food_db
TG(14:0/21:0/i-18:0),compound,food_db
TG(i-14:0/a-21:0/i-19:0)[rac],compound,food_db
TG(14:0/a-21:0/19:0)[rac],compound,food_db
TG(i-14:0/a-21:0/19:0)[rac],compound,food_db
TG(14:0/a-21:0/i-19:0)[rac],compound,food_db
TG(14:0/i-21:0/19:0),compound,food_db
TG(i-14:0/21:0/i-19:0),compound,food_db
TG(14:0/i-21:0/i-19:0),compound,food_db
TG(i-14:0/i-21:0/19:0),compound,food_db
TG(i-14:0/i-21:0/i-19:0),compound,food_db
TG(i-14:0/21:0/19:0),compound,food_db
TG(14:0/21:0/19:0),compound,food_db
TG(14:0/21:0/i-19:0),compound,food_db
TG(i-14:0/a-21:0/i-20:0)[rac],compound,food_db
TG(14:0/a-21:0/20:0)[rac],compound,food_db
TG(i-14:0/a-21:0/20:0)[rac],compound,food_db
TG(14:0/a-21:0/i-20:0)[rac],compound,food_db
TG(14:0/i-21:0/20:0),compound,food_db
TG(i-14:0/21:0/i-20:0),compound,food_db
TG(14:0/i-21:0/i-20:0),compound,food_db
TG(i-14:0/i-21:0/20:0),compound,food_db
TG(i-14:0/i-21:0/i-20:0),compound,food_db
TG(i-14:0/21:0/20:0),compound,food_db
TG(14:0/21:0/20:0),compound,food_db
TG(14:0/21:0/i-20:0),compound,food_db
TG(14:0/a-21:0/a-21:0)[rac],compound,food_db
TG(i-14:0/a-21:0/a-21:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-21:0)[rac],compound,food_db
TG(14:0/a-21:0/21:0)[rac],compound,food_db
TG(i-14:0/a-21:0/21:0)[rac],compound,food_db
TG(14:0/a-21:0/i-21:0)[rac],compound,food_db
TG(14:0/i-21:0/21:0),compound,food_db
TG(i-14:0/21:0/i-21:0),compound,food_db
TG(i-14:0/i-21:0/a-21:0)[rac],compound,food_db
TG(14:0/i-21:0/a-21:0)[rac],compound,food_db
TG(14:0/i-21:0/i-21:0),compound,food_db
TG(i-14:0/i-21:0/21:0),compound,food_db
TG(i-14:0/21:0/a-21:0)[rac],compound,food_db
TG(i-14:0/i-21:0/i-21:0),compound,food_db
TG(i-14:0/21:0/21:0),compound,food_db
TG(14:0/21:0/21:0),compound,food_db
TG(14:0/21:0/i-21:0),compound,food_db
TG(14:0/21:0/a-21:0)[rac],compound,food_db
TG(i-14:0/a-21:0/i-22:0)[rac],compound,food_db
TG(14:0/a-21:0/22:0)[rac],compound,food_db
TG(i-14:0/a-21:0/22:0)[rac],compound,food_db
TG(14:0/a-21:0/i-22:0)[rac],compound,food_db
TG(14:0/i-21:0/22:0),compound,food_db
TG(i-14:0/21:0/i-22:0),compound,food_db
TG(14:0/i-21:0/i-22:0),compound,food_db
TG(i-14:0/i-21:0/22:0),compound,food_db
TG(i-14:0/i-21:0/i-22:0),compound,food_db
TG(i-14:0/21:0/22:0),compound,food_db
TG(14:0/21:0/22:0),compound,food_db
TG(14:0/21:0/i-22:0),compound,food_db
TG(i-14:0/a-21:0/i-24:0)[rac],compound,food_db
TG(14:0/a-21:0/i-24:0)[rac],compound,food_db
TG(i-14:0/21:0/i-24:0),compound,food_db
TG(14:0/i-21:0/i-24:0),compound,food_db
TG(i-14:0/i-21:0/i-24:0),compound,food_db
TG(14:0/21:0/i-24:0),compound,food_db
TG(14:0/a-21:0/a-25:0)[rac],compound,food_db
TG(i-14:0/a-21:0/a-25:0)[rac],compound,food_db
TG(i-14:0/i-21:0/a-25:0)[rac],compound,food_db
TG(14:0/i-21:0/a-25:0)[rac],compound,food_db
TG(i-14:0/21:0/a-25:0)[rac],compound,food_db
TG(14:0/21:0/a-25:0)[rac],compound,food_db
TG(14:0/i-22:0/8:0),compound,food_db
TG(i-14:0/i-22:0/8:0),compound,food_db
TG(i-14:0/22:0/8:0),compound,food_db
TG(14:0/22:0/8:0),compound,food_db
TG(14:0/i-22:0/10:0),compound,food_db
TG(i-14:0/i-22:0/10:0),compound,food_db
TG(i-14:0/22:0/10:0),compound,food_db
TG(14:0/22:0/10:0),compound,food_db
TG(14:0/i-22:0/12:0),compound,food_db
TG(i-14:0/22:0/i-12:0),compound,food_db
TG(14:0/i-22:0/i-12:0),compound,food_db
TG(i-14:0/i-22:0/12:0),compound,food_db
TG(i-14:0/i-22:0/i-12:0),compound,food_db
TG(i-14:0/22:0/12:0),compound,food_db
TG(14:0/22:0/12:0),compound,food_db
TG(14:0/22:0/i-12:0),compound,food_db
TG(14:0/i-22:0/13:0),compound,food_db
TG(i-14:0/22:0/i-13:0),compound,food_db
TG(i-14:0/i-22:0/a-13:0)[rac],compound,food_db
TG(14:0/i-22:0/a-13:0)[rac],compound,food_db
TG(14:0/i-22:0/i-13:0),compound,food_db
TG(i-14:0/i-22:0/13:0),compound,food_db
TG(i-14:0/22:0/a-13:0)[rac],compound,food_db
TG(i-14:0/i-22:0/i-13:0),compound,food_db
TG(i-14:0/22:0/13:0),compound,food_db
TG(14:0/22:0/13:0),compound,food_db
TG(14:0/22:0/i-13:0),compound,food_db
TG(14:0/22:0/a-13:0)[rac],compound,food_db
TG(14:0/i-22:0/i-14:0),compound,food_db
TG(i-14:0/i-22:0/14:0),compound,food_db
TG(i-14:0/22:0/14:0),compound,food_db
TG(14:0/22:0/i-14:0),compound,food_db
TG(14:0/i-22:0/15:0),compound,food_db
TG(i-14:0/22:0/i-15:0),compound,food_db
TG(i-14:0/i-22:0/a-15:0)[rac],compound,food_db
TG(14:0/i-22:0/a-15:0)[rac],compound,food_db
TG(14:0/i-22:0/i-15:0),compound,food_db
TG(i-14:0/i-22:0/15:0),compound,food_db
TG(i-14:0/22:0/a-15:0)[rac],compound,food_db
TG(i-14:0/i-22:0/i-15:0),compound,food_db
TG(i-14:0/22:0/15:0),compound,food_db
TG(14:0/22:0/i-15:0),compound,food_db
TG(14:0/22:0/a-15:0)[rac],compound,food_db
TG(14:0/i-22:0/16:0),compound,food_db
TG(i-14:0/22:0/i-16:0),compound,food_db
TG(14:0/i-22:0/i-16:0),compound,food_db
TG(i-14:0/i-22:0/16:0),compound,food_db
TG(i-14:0/i-22:0/i-16:0),compound,food_db
TG(i-14:0/22:0/16:0),compound,food_db
TG(14:0/22:0/i-16:0),compound,food_db
TG(14:0/i-22:0/17:0),compound,food_db
TG(i-14:0/22:0/i-17:0),compound,food_db
TG(i-14:0/i-22:0/a-17:0)[rac],compound,food_db
TG(14:0/i-22:0/a-17:0)[rac],compound,food_db
TG(14:0/i-22:0/i-17:0),compound,food_db
TG(i-14:0/i-22:0/17:0),compound,food_db
TG(i-14:0/22:0/a-17:0)[rac],compound,food_db
TG(i-14:0/i-22:0/i-17:0),compound,food_db
TG(i-14:0/22:0/17:0),compound,food_db
TG(14:0/22:0/17:0),compound,food_db
TG(14:0/22:0/i-17:0),compound,food_db
TG(14:0/22:0/a-17:0)[rac],compound,food_db
TG(14:0/i-22:0/18:0),compound,food_db
TG(i-14:0/22:0/i-18:0),compound,food_db
TG(14:0/i-22:0/i-18:0),compound,food_db
TG(i-14:0/i-22:0/18:0),compound,food_db
TG(i-14:0/i-22:0/i-18:0),compound,food_db
TG(i-14:0/22:0/18:0),compound,food_db
TG(14:0/22:0/i-18:0),compound,food_db
TG(14:0/i-22:0/19:0),compound,food_db
TG(i-14:0/22:0/i-19:0),compound,food_db
TG(14:0/i-22:0/i-19:0),compound,food_db
TG(i-14:0/i-22:0/19:0),compound,food_db
TG(i-14:0/i-22:0/i-19:0),compound,food_db
TG(i-14:0/22:0/19:0),compound,food_db
TG(14:0/22:0/19:0),compound,food_db
TG(14:0/22:0/i-19:0),compound,food_db
TG(14:0/i-22:0/20:0),compound,food_db
TG(i-14:0/22:0/i-20:0),compound,food_db
TG(14:0/i-22:0/i-20:0),compound,food_db
TG(i-14:0/i-22:0/20:0),compound,food_db
TG(i-14:0/i-22:0/i-20:0),compound,food_db
TG(i-14:0/22:0/20:0),compound,food_db
TG(14:0/22:0/i-20:0),compound,food_db
TG(14:0/i-22:0/21:0),compound,food_db
TG(i-14:0/22:0/i-21:0),compound,food_db
TG(i-14:0/i-22:0/a-21:0)[rac],compound,food_db
TG(14:0/i-22:0/a-21:0)[rac],compound,food_db
TG(14:0/i-22:0/i-21:0),compound,food_db
TG(i-14:0/i-22:0/21:0),compound,food_db
TG(i-14:0/22:0/a-21:0)[rac],compound,food_db
TG(i-14:0/i-22:0/i-21:0),compound,food_db
TG(i-14:0/22:0/21:0),compound,food_db
TG(14:0/22:0/21:0),compound,food_db
TG(14:0/22:0/i-21:0),compound,food_db
TG(14:0/22:0/a-21:0)[rac],compound,food_db
TG(14:0/i-22:0/22:0),compound,food_db
TG(i-14:0/22:0/i-22:0),compound,food_db
TG(14:0/i-22:0/i-22:0),compound,food_db
TG(i-14:0/i-22:0/22:0),compound,food_db
TG(i-14:0/i-22:0/i-22:0),compound,food_db
TG(i-14:0/22:0/22:0),compound,food_db
TG(14:0/22:0/i-22:0),compound,food_db
TG(i-14:0/22:0/i-24:0),compound,food_db
TG(14:0/i-22:0/i-24:0),compound,food_db
TG(i-14:0/i-22:0/i-24:0),compound,food_db
TG(14:0/22:0/i-24:0),compound,food_db
TG(i-14:0/i-22:0/a-25:0)[rac],compound,food_db
TG(14:0/i-22:0/a-25:0)[rac],compound,food_db
TG(i-14:0/22:0/a-25:0)[rac],compound,food_db
TG(14:0/22:0/a-25:0)[rac],compound,food_db
TG(14:0/i-24:0/8:0),compound,food_db
TG(i-14:0/i-24:0/8:0),compound,food_db
TG(14:0/i-24:0/10:0),compound,food_db
TG(i-14:0/i-24:0/10:0),compound,food_db
TG(14:0/i-24:0/12:0),compound,food_db
TG(14:0/i-24:0/i-12:0),compound,food_db
TG(i-14:0/i-24:0/12:0),compound,food_db
TG(i-14:0/i-24:0/i-12:0),compound,food_db
TG(14:0/i-24:0/13:0),compound,food_db
TG(i-14:0/i-24:0/a-13:0)[rac],compound,food_db
TG(14:0/i-24:0/a-13:0)[rac],compound,food_db
TG(14:0/i-24:0/i-13:0),compound,food_db
TG(i-14:0/i-24:0/13:0),compound,food_db
TG(i-14:0/i-24:0/i-13:0),compound,food_db
TG(14:0/i-24:0/i-14:0),compound,food_db
TG(i-14:0/i-24:0/14:0),compound,food_db
TG(14:0/i-24:0/15:0),compound,food_db
TG(i-14:0/i-24:0/a-15:0)[rac],compound,food_db
TG(14:0/i-24:0/a-15:0)[rac],compound,food_db
TG(14:0/i-24:0/i-15:0),compound,food_db
TG(i-14:0/i-24:0/15:0),compound,food_db
TG(i-14:0/i-24:0/i-15:0),compound,food_db
TG(14:0/i-24:0/16:0),compound,food_db
TG(14:0/i-24:0/i-16:0),compound,food_db
TG(i-14:0/i-24:0/16:0),compound,food_db
TG(i-14:0/i-24:0/i-16:0),compound,food_db
TG(14:0/i-24:0/17:0),compound,food_db
TG(i-14:0/i-24:0/a-17:0)[rac],compound,food_db
TG(14:0/i-24:0/a-17:0)[rac],compound,food_db
TG(14:0/i-24:0/i-17:0),compound,food_db
TG(i-14:0/i-24:0/17:0),compound,food_db
TG(i-14:0/i-24:0/i-17:0),compound,food_db
TG(14:0/i-24:0/18:0),compound,food_db
TG(14:0/i-24:0/i-18:0),compound,food_db
TG(i-14:0/i-24:0/18:0),compound,food_db
TG(i-14:0/i-24:0/i-18:0),compound,food_db
TG(14:0/i-24:0/19:0),compound,food_db
TG(14:0/i-24:0/i-19:0),compound,food_db
TG(i-14:0/i-24:0/19:0),compound,food_db
TG(i-14:0/i-24:0/i-19:0),compound,food_db
TG(14:0/i-24:0/20:0),compound,food_db
TG(14:0/i-24:0/i-20:0),compound,food_db
TG(i-14:0/i-24:0/20:0),compound,food_db
TG(i-14:0/i-24:0/i-20:0),compound,food_db
TG(14:0/i-24:0/21:0),compound,food_db
TG(i-14:0/i-24:0/a-21:0)[rac],compound,food_db
TG(14:0/i-24:0/a-21:0)[rac],compound,food_db
