name,type,source
Mammea C/AB cyclo D,compound,food_db
Glycyrol,compound,food_db
3-O-Methylglycyrol,compound,food_db
Gravolenic acid,compound,food_db
Chondrillasterol,compound,food_db
Chondrillasterol 3-[glucosyl-(1->4)-glucoside],compound,food_db
Chondrillasterol 3-[glucosyl-(1->2)-glucosyl-(1->2)-glucoside],compound,food_db
3-Methyltricosane,compound,food_db
Ethyl butyrate,compound,food_db
Propanal,compound,food_db
Methyl butyrate,compound,food_db
Orotidine,compound,food_db
N6-Acetyl-5S-hydroxy-L-lysine,compound,food_db
Mycochromone,compound,food_db
"4,5-Dimethoxy-1,2-benzenedicarboxylic acid",compound,food_db
Tricin 7-glucuronoside,compound,food_db
Methoxybenzene,compound,food_db
Anacardic acid,compound,food_db
Ginkgoic acid,compound,food_db
Carthamin,compound,food_db
Ixocarpanolide,compound,food_db
Tomenin,compound,food_db
Glyceollin I,compound,food_db
Isopentyl mercaptan,compound,food_db
Solanidine,compound,food_db
"3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione",compound,food_db
7Z-Mycosinyl acetate,compound,food_db
"2',8-Dihydroxy-3',4',5',7-tetramethoxyflavan",compound,food_db
"2'-Hydroxy-3',4',5',7,8-pentamethoxyflavan",compound,food_db
Homodolicholide,compound,food_db
(±)-2-Heptanol,compound,food_db
2'-Deoxymugineic acid,compound,food_db
Acetophenone,compound,food_db
2-Methyl-1-butanol,compound,food_db
Rubrofusarin,compound,food_db
Norrubrofusarin,compound,food_db
2-Propenyl propyl disulfide,compound,food_db
Cassiaside,compound,food_db
Aegelinol,compound,food_db
Aloe emodin w-acetate,compound,food_db
2-Nonanol,compound,food_db
"4-Hydroxy-3-methoxy-2,10-bisaboladien-9-one",compound,food_db
"(15a,20R)-Dihydroxypregn-4-en-3-one",compound,food_db
2-Deoxy-D-ribitol,compound,food_db
Liensinine,compound,food_db
L-1-Methylhistidine,compound,food_db
"3-(1,1-Dimethyl-2-propenyl)-7,8-dimethoxy-2H-1-benzopyran-2-one",compound,food_db
Divinyl sulfide,compound,food_db
Cholestanol,compound,food_db
(±)-erythro-Isoleucine,compound,food_db
Cajanol,compound,food_db
Oroselone,compound,food_db
"(3xi,6xi)-Cyclo(alanylvalyl)",compound,food_db
3-Hydroxymugineic acid,compound,food_db
2'-Hydroxydihydrodaidzein,compound,food_db
Aurasperone A,compound,food_db
gamma-Sitosterol,compound,food_db
Angelicin,compound,food_db
Xanthoxyletin,compound,food_db
Cinnatriacetin A,compound,food_db
Lauric aldehyde,compound,food_db
beta-Sitostenone,compound,food_db
Epicitrostadienol,compound,food_db
Anigorufone,compound,food_db
"3,3'-Bisjuglone",compound,food_db
Isoginkgetin,compound,food_db
Chicoric acid,compound,food_db
D-Chicoric acid,compound,food_db
Domoic acid,compound,food_db
Vignafuran,compound,food_db
Dextrin,compound,food_db
Falcarindiol,compound,food_db
Dambonitol,compound,food_db
Withaperuvin G,compound,food_db
2-Phenylethanol,compound,food_db
2-Phenylethyl acetate,compound,food_db
2-Aminobenzamide,compound,food_db
L-Selenomethionine,compound,food_db
Serotonin,compound,food_db
Codeine N-oxide,compound,food_db
Riboflavine,compound,food_db
beta-Sitosterol 3-O-beta-D-galactopyranoside,compound,food_db
Codeine,compound,food_db
Dopamine,compound,food_db
Levoglutamide,compound,food_db
Parakmerin A,compound,food_db
Racemethionine,compound,food_db
Gyromitrin,compound,food_db
Scopolin,compound,food_db
Silicristin,compound,food_db
Juzirine,compound,food_db
Eugenol,compound,food_db
2-Hydroxy-3-methoxybenzoic acid,compound,food_db
Acesulfame K,compound,food_db
Urea,compound,food_db
Dichlorvos,compound,food_db
Crithmumdiol,compound,food_db
"2-Deoxy-L-ribono-1,4-lactone",compound,food_db
Isopiperolein B,compound,food_db
Cyclosquamosin A,compound,food_db
Cyclosquamosin B,compound,food_db
Cyclosquamosin D,compound,food_db
Cyclosquamosin E,compound,food_db
Cyclosquamosin F,compound,food_db
Cyclosquamosin G,compound,food_db
Curcumenol,compound,food_db
Epicurcumenol,compound,food_db
"2-(3-Methylbutyl)-1H-pyrrolo[2,3-b]pyridine",compound,food_db
3-Phenyl-1-propanol,compound,food_db
Piperazine,compound,food_db
Allicin,compound,food_db
Acetylcholine(1+),compound,food_db
Azelaic acid,compound,food_db
Calcium pantothenate,compound,food_db
(R)-Pantothenic acid 4'-O-b-D-glucoside,compound,food_db
"meso-2,2'-Iminobispropanoic acid",compound,food_db
"Di-2-propenyl disulfide, 9CI",compound,food_db
Ethyl benzoate,compound,food_db
Methyl benzoate,compound,food_db
"2,3-Dihydroxybenzoic acid",compound,food_db
4-Ethoxybenzaldehyde,compound,food_db
2-Diethylaminoethanol,compound,food_db
Asacoumarin A,compound,food_db
Procyanidin B2,compound,food_db
Procyanidin B3,compound,food_db
Procyanidin B4,compound,food_db
Isochavibetol,compound,food_db
Physapubenolide,compound,food_db
Methyl acrylate,compound,food_db
Ethyl acrylate,compound,food_db
7-Hydroxy-2-methylisoflavone,compound,food_db
7-Methoxy-2-methylisoflavone,compound,food_db
Cohumulone,compound,food_db
Isogenistein 7-glucoside,compound,food_db
Cyclokievitone,compound,food_db
6-Deoxocastasterone,compound,food_db
Mulberrofuran S,compound,food_db
Demethylvestitol,compound,food_db
Formononetin,compound,food_db
Formononetin 7-glucoside,compound,food_db
Genistin,compound,food_db
"4',5-Dihydroxy-3',7-dimethoxyisoflavone",compound,food_db
Biochanin A,compound,food_db
Biochanin A 7-glucoside,compound,food_db
Daidzin,compound,food_db
"Daidzein 4',7-diglucoside",compound,food_db
Wairol,compound,food_db
Isoformononetin,compound,food_db
Methyl (Z)-5-(5-methyl-2-thienyl)-2-penten-4-ynoate,compound,food_db
"2',7-Dihydroxy-4',6-dimethoxyisoflavan",compound,food_db
4-O-Caffeoylshikimic acid,compound,food_db
gamma-Tocopheryl quinone,compound,food_db
Dattelic acid,compound,food_db
Panaxydol,compound,food_db
"3-Hydroxy-4,9-dimethoxypterocarpan",compound,food_db
"3,4,9-Trihydroxypterocarpan",compound,food_db
Erythrabyssin II,compound,food_db
Phenylacetaldehyde,compound,food_db
"3,4',7-Trihydroxyflavone",compound,food_db
Dotriacontane,compound,food_db
1-Propylamine,compound,food_db
Glyceric acid,compound,food_db
"(E,E)-1-Chloro-3,11-tridecadiene-5,7,9-triyn-2-ol",compound,food_db
Methylnissolin,compound,food_db
Trifolian,compound,food_db
"4',7-Dihydroxy-2'-methoxy-3'-prenylisoflavan",compound,food_db
"2-(2,4-Dihydroxyphenyl)-5,6-dimethoxybenzofuran",compound,food_db
"3,4-Dihydroxy-9-methoxypterocarpan",compound,food_db
Lathycarpin,compound,food_db
3-Methyl-2-oxobutanoic acid,compound,food_db
2'-Hydroxygenistein,compound,food_db
8-Hydroxygenistein,compound,food_db
"1,6-Dihydroxy-3-methoxy-2-prenylxanthone",compound,food_db
"6-Hydroxy-9,9-dimethyl-5-(3-methyl-1-oxobutyl)-1-propyl-3H,9H-[1,2]-dioxolo[3',4':4,5]furo[2,3-f][1]benzopyran-3-one",compound,food_db
Kuwanol D,compound,food_db
Rolliacocin,compound,food_db
Parvisoflavone A,compound,food_db
Cajaisoflavone,compound,food_db
Artobiloxanthone,compound,food_db
6-Hydroxy-5-[(4-sulfophenyl)azo]-2-naphthalenesulfonic acid,compound,food_db
Isosalicin,compound,food_db
Isosativan,compound,food_db
Cristacarpin,compound,food_db
Glyceollidin I,compound,food_db
Sojagol,compound,food_db
Adenine,compound,food_db
"2-(3,7-Dimethyl-2,6-octadienyl)-4-hydroxy-6-methoxyacetophenone",compound,food_db
Isopropylbenzene,compound,food_db
Dulxanthone E,compound,food_db
3-(2-Heptenyloxy)-2-hydroxypropyl undecanoate,compound,food_db
Cyclosquamosin C,compound,food_db
"6-(2-Carboxyethyl)-7-hydroxy-2,2-dimethyl-4-chromanone glucoside",compound,food_db
Sabadelin,compound,food_db
Bikojic acid,compound,food_db
Sagecoumarin,compound,food_db
Pitheduloside I,compound,food_db
Pitheduloside H,compound,food_db
Pitheduloside J,compound,food_db
Palmidin B,compound,food_db
Palmidin A,compound,food_db
Dolineone,compound,food_db
"2,4,6-Triethyl-1,3,5-trioxane",compound,food_db
Glyceollin III,compound,food_db
Lucernol,compound,food_db
Tricetanidin,compound,food_db
Capsianside A,compound,food_db
Glucocleomin,compound,food_db
"1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene",compound,food_db
Methylxanthoxylin,compound,food_db
Isoxanthohumol,compound,food_db
"(S)-4',5,7-Trihydroxy-8-prenylflavanone",compound,food_db
Curcumin,compound,food_db
Pachyrrhizin,compound,food_db
Psoralidin,compound,food_db
Piceatannol,compound,food_db
Isosafrole,compound,food_db
Safflomin C,compound,food_db
Polypodoside A,compound,food_db
Auraptene,compound,food_db
Mangicrocin,compound,food_db
"5-(3,4-Methylenedioxyphenyl)pentanoic acid",compound,food_db
"2,3-Dihydrowithanolide E",compound,food_db
Quinacridone,compound,food_db
Demethylmedicarpin,compound,food_db
L-Arabinose,compound,food_db
Imidazole,compound,food_db
4beta-Hydroxywithanolide E,compound,food_db
6-O-Acetylarbutin,compound,food_db
Withaperuvin H,compound,food_db
Protodioscin,compound,food_db
Asparasaponin II,compound,food_db
"2-Angeloyl-9-(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one",compound,food_db
"2,9-Bis(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one",compound,food_db
29-Methylisofucosterol,compound,food_db
Maclurin 3-C-(2''-galloyl-6''-p-hydroxybenzoyl-glucoside),compound,food_db
Maclurin 3-C-(2''-p-hydroxybenzoyl-6''-galloyl-glucoside),compound,food_db
cis-Sinapic acid,compound,food_db
Sinigrin,compound,food_db
Stachyose,compound,food_db
Orotidylic acid,compound,food_db
Progoitrin,compound,food_db
2'-Deoxyinosine,compound,food_db
D-erythro-L-gluco-Nonulose,compound,food_db
Gentianose,compound,food_db
Guanosine diphosphate mannose,compound,food_db
Orotic acid,compound,food_db
"2,4-Diamino-5,6-dihydroxypyrimidine",compound,food_db
Vicine,compound,food_db
D-Glycero-D-manno-heptitol,compound,food_db
2-Hydroxyphenylacetic acid,compound,food_db
5-Oxooctadecanoic acid,compound,food_db
Austalide C,compound,food_db
Austalide E,compound,food_db
Taurocholic acid,compound,food_db
Withaperuvin C,compound,food_db
22-Dehydroclerosterol,compound,food_db
Homodolichosterone,compound,food_db
"3-Methyl-1,2-cyclohexanedione",compound,food_db
Brassinolide,compound,food_db
Capsicoside A,compound,food_db
Tomatoside A,compound,food_db
Canesceol,compound,food_db
"(3R)-3,4-Dihydroxy-3-(hydroxymethyl)butanenitrile 4-glucoside",compound,food_db
Dolicholide,compound,food_db
Glycocholic acid,compound,food_db
Glyceollin II,compound,food_db
beta-Sitosterol palmitate,compound,food_db
Sitoindoside II,compound,food_db
(R)-Humulone,compound,food_db
1-Decanol,compound,food_db
Ponasteroside A,compound,food_db
Talaromycin B,compound,food_db
Physalin H,compound,food_db
Physalin C,compound,food_db
Phytomenadione,compound,food_db
Gambogic acid,compound,food_db
Mammea B/BD,compound,food_db
Bicornin,compound,food_db
Kuwanol C,compound,food_db
beta-Sitosterol,compound,food_db
"(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid",compound,food_db
Dianhydroaurasperone C,compound,food_db
Adouetine Y,compound,food_db
N-Nitrosotomatidine,compound,food_db
Tomatine,compound,food_db
Neferine,compound,food_db
(±)-threo-Anethole glycol,compound,food_db
Selenomethionine,compound,food_db
Glycinol,compound,food_db
Methyl isothiocyanate,compound,food_db
Chavicol,compound,food_db
Tylosin,compound,food_db
Pterostilbene,compound,food_db
Frenolicin B,compound,food_db
Murrayacine,compound,food_db
Glyceofuran,compound,food_db
9-O-Methylglyceofuran,compound,food_db
"3,4-Hexahydroxydiphenoylarabinose",compound,food_db
6alpha-Hydroxyisomedicarpin,compound,food_db
6alpha-Hydroxymedicarpin,compound,food_db
Homopisatin,compound,food_db
(E)-4'-Methylresveratrol 3-glucoside,compound,food_db
(Z)-Resveratrol,compound,food_db
Sesamolin,compound,food_db
"1-(3,4-Dimethoxyphenyl)-4-decen-3-one",compound,food_db
(R)-3-Methylcyclohexanone,compound,food_db
5'-Guanylic acid,compound,food_db
Lusitanicoside,compound,food_db
1-Methoxy-4-(2-propenyl)benzene,compound,food_db
Aceteugenol,compound,food_db
Eugenyl isovalerate,compound,food_db
Isoorientin,compound,food_db
Fonsecin,compound,food_db
L-Isoleucine,compound,food_db
Licoisoflavone A,compound,food_db
Gyrocyanin,compound,food_db
Prunetin,compound,food_db
Isopropyl nonanoate,compound,food_db
Dehydroneotenone,compound,food_db
(E)-Isoeugenol,compound,food_db
Osthenol,compound,food_db
Nonyl octanoate,compound,food_db
Rutacultin,compound,food_db
"3-(1,1-Dimethylallyl)scopoletin",compound,food_db
Octyl propanoate,compound,food_db
Isoeugenol acetate,compound,food_db
Octyl butanoate,compound,food_db
Capsaicin,compound,food_db
Octyl 2-methylpropanoate,compound,food_db
Repensol,compound,food_db
Trifoliol,compound,food_db
Octyl 3-methylbutanoate,compound,food_db
12alpha-Hydroxyerosone,compound,food_db
"5-Hydroxy-8,8-dimethyl-6-(3-methyl-1-oxobutyl)-4-pentyl-2H,8H-benzo[1,2-b:3,4-b']dipyran-2-one",compound,food_db
Albanin B,compound,food_db
Yangonin,compound,food_db
(-)-cis-Rotenolone,compound,food_db
Octadecanamide,compound,food_db
Nodakenin glucoside,compound,food_db
Monardaein,compound,food_db
2-Tridecanone,compound,food_db
Prunitrin,compound,food_db
Pelargonidin,compound,food_db
Aromadendrin 7-methyl ether,compound,food_db
Bullatacinone,compound,food_db
Dihydrokaempferol,compound,food_db
Cernuine,compound,food_db
"1,1-Dimethoxynonane",compound,food_db
1-Nonen-3-ol,compound,food_db
Ethyl tetradecanoate,compound,food_db
Oleamide,compound,food_db
Methyl stearate,compound,food_db
7E-Mycosinyl acetate,compound,food_db
Thiourea,compound,food_db
3-Isothiocyanato-1-propene,compound,food_db
Ethyl stearate,compound,food_db
2-Hydroxybenzaldehyde O-[xylosyl-(1->6)-glucoside],compound,food_db
"2,6-Dimethoxyphenol",compound,food_db
Acetyl tributyl citrate,compound,food_db
(±)-Isobornyl acetate,compound,food_db
(±)-Citronellyl acetate,compound,food_db
2-Methylpropyl butanoate,compound,food_db
Pentyl butanoate,compound,food_db
3-Methylbutyl formate,compound,food_db
3-Methylbutyl propanoate,compound,food_db
Propyl hexanoate,compound,food_db
2-Methylbutyl acetate,compound,food_db
Falcarindiol 3-acetate,compound,food_db
Toluene,compound,food_db
Methyl N-methylanthranilate,compound,food_db
2-Hydroxybenzaldehyde,compound,food_db
Benzeneacetonitrile,compound,food_db
Dimethyl trisulfide,compound,food_db
Methyl salicylate,compound,food_db
Phaseollin,compound,food_db
1H-Imidazole-4(5)-propanoic acid,compound,food_db
alpha-Linolenic acid,compound,food_db
beta-Solanigrine,compound,food_db
(E)-Urocanic acid,compound,food_db
alpha-Eleostearic acid,compound,food_db
2-Aminoquinoline,compound,food_db
Pyrazine,compound,food_db
(S)-4-(4-Methylphenyl)-2-pentanone,compound,food_db
Guaiacin,compound,food_db
Malabaricano,compound,food_db
Protohypericin,compound,food_db
3-Methylcyclopentadecanone,compound,food_db
Xanthotoxin,compound,food_db
"1,5,8-Trihydroxy-3-methyl-2-prenylxanthone",compound,food_db
Licoricidin,compound,food_db
Licorisoflavan A,compound,food_db
Schottenol 3-glucoside,compound,food_db
Morusignin B,compound,food_db
Melongoside N,compound,food_db
(R)-Glabridin,compound,food_db
Taccagenin,compound,food_db
"(3beta,4alpha,5alpha,24(28)Z)-4,14-Dimethylstigmasta-9(11),24(28)-dien-3-ol",compound,food_db
Nicotinamide,compound,food_db
Convallatoxol,compound,food_db
Withaperuvin B,compound,food_db
"delta3,5-Deoxytigogenin",compound,food_db
"24,25-Epoxywithanolide D",compound,food_db
Jurubine,compound,food_db
Convalloside,compound,food_db
"(3b,5a,22E,24S)-Stigmasta-7,22,25-trien-3-ol",compound,food_db
D5-Avenasterol,compound,food_db
Clerosterol,compound,food_db
2-Methyl-1-propylamine,compound,food_db
Brassicasterol,compound,food_db
"3beta-Ergosta-5,23-dien-3-ol",compound,food_db
Physalolactone B,compound,food_db
Physalolactone B 3-glucoside,compound,food_db
alpha-Solanine,compound,food_db
N-(2-Methylpropyl)acetamide,compound,food_db
Clerosterol 3-glucoside,compound,food_db
Demissine,compound,food_db
Demissidine,compound,food_db
Ethyl 4-methylphenoxyacetate,compound,food_db
6'-Apiosyllotaustralin,compound,food_db
Pterolactam,compound,food_db
Cyclobrassinone,compound,food_db
3-Nonyl-1H-pyrazole,compound,food_db
Theaflavin,compound,food_db
Theaflavin 3'-gallate,compound,food_db
Agavoside B,compound,food_db
(R)-Kawain,compound,food_db
Kievitone,compound,food_db
5-Deoxykievitone,compound,food_db
Solacaproine,compound,food_db
Adouetine X,compound,food_db
Harmol,compound,food_db
Campesterol,compound,food_db
Chrysoobtusin,compound,food_db
Dicoumarol,compound,food_db
D-Pinitol,compound,food_db
Levoinositol,compound,food_db
L-Quebrachitol,compound,food_db
L-Pinitol,compound,food_db
D-Fructose,compound,food_db
"2,3,4,5,6-Penta-O-acetyl-D-glucose",compound,food_db
D-Glucose,compound,food_db
Dihydrobrassicasterol,compound,food_db
Levistolide A,compound,food_db
L-Glutamic acid hydrochloride,compound,food_db
L-Glutamic acid,compound,food_db
Glutamic acid,compound,food_db
L-2-Aminobutanoic acid,compound,food_db
alpha-Tocopherol acetate,compound,food_db
Thiolutin,compound,food_db
Hygromycin B,compound,food_db
Mesifurane,compound,food_db
Apterin,compound,food_db
(Chloromethyl)oxirane,compound,food_db
(±)-3-Methylpentanoic acid,compound,food_db
Ethyl (±)-3-methylpentanoate,compound,food_db
2-Pentanone,compound,food_db
Benzenepropanenitrile,compound,food_db
Propyl acetate,compound,food_db
1-Propanethiol,compound,food_db
2-Methylpropyl propanoate,compound,food_db
Styrene,compound,food_db
4-Hydroxybenzyl alcohol,compound,food_db
4-Methoxybenzyl alcohol,compound,food_db
alpha-Hydrojuglone 4-O-b-D-glucoside,compound,food_db
Ipomeanine,compound,food_db
Isoquinoline,compound,food_db
2-Furanmethanol,compound,food_db
Furfuryl acetate,compound,food_db
2-(Methoxymethyl)furan,compound,food_db
Pyropheophytin b,compound,food_db
Caryoptosidic acid,compound,food_db
L-Cystine,compound,food_db
Betamipron,compound,food_db
3-Aminopropanenitrile,compound,food_db
N-Benzoylaspartic acid,compound,food_db
L-Aspartic acid,compound,food_db
2-Aminoheptanedioic acid,compound,food_db
Gondoic acid,compound,food_db
z2-Tocopherol,compound,food_db
eta-Tocopherol,compound,food_db
5-Methoxyseselin,compound,food_db
(+)-Sesamin,compound,food_db
Seselin,compound,food_db
Ellagic acid,compound,food_db
Ellagic acid 2-(6-glucosylglucoside),compound,food_db
Fraxidin,compound,food_db
Lariciresinol,compound,food_db
Bovinocidin,compound,food_db
Violet alcohol,compound,food_db
"(2Z,6Z)-2,6-Nonadien-1-ol",compound,food_db
"2,2-Dihydroperoxypropane",compound,food_db
1-Octanol,compound,food_db
Triethyl citrate,compound,food_db
Dimethylamine,compound,food_db
Glyceollin IV,compound,food_db
Dextran,compound,food_db
Methylarbutin,compound,food_db
D-Glycero-D-manno-octulose,compound,food_db
N-Acetylhistamine,compound,food_db
Histamine,compound,food_db
L-Coprine,compound,food_db
L-2-Amino-3-(1-pyrazolyl)propanoic acid,compound,food_db
3-(Methylseleno)alanine,compound,food_db
Mammeisin,compound,food_db
"5,6-Dihydro-5-hydroxy-6-methyl-2H-pyran-2-one",compound,food_db
Hypericin,compound,food_db
Nodakenetin,compound,food_db
Psoralen,compound,food_db
Benzyl thiocyanate,compound,food_db
Sulforaphane,compound,food_db
(R)-Sulforaphane,compound,food_db
Mammea B/AC,compound,food_db
"L,L-Cyclo(leucylprolyl)",compound,food_db
Ergosterol,compound,food_db
Ligustilide,compound,food_db
Auranetin,compound,food_db
Egonol,compound,food_db
Egonol glucoside,compound,food_db
Egonol gentiobioside,compound,food_db
"(Z,Z)-11,14-Eicosadienoic acid",compound,food_db
Lignocerane,compound,food_db
Tetradecanal,compound,food_db
Tridecane,compound,food_db
12-Tricosanol,compound,food_db
Ethyl 10-undecenoate,compound,food_db
(S)-10-Nonacosanol,compound,food_db
Nonadecane,compound,food_db
"1,28-Octacosanediol",compound,food_db
(Z)-Methyl isoeugenol,compound,food_db
Sampangine,compound,food_db
Nb-Methyltetrahydroharmol,compound,food_db
Asperagenin,compound,food_db
Myristoleic acid,compound,food_db
"1,3,11-Tridecatriene-5,7,9-triyne",compound,food_db
"9,10,18-Trihydroxyoctadecanoic acid",compound,food_db
(S)-2-Undecanol,compound,food_db
(R)-2-Undecanol,compound,food_db
11-Eicosenoic acid,compound,food_db
Ricinoleic acid,compound,food_db
"Glycerol 1,3-di-(9Z,12Z-octadecadienoate) 2-(9Z-octadecenoate)",compound,food_db
Patulin,compound,food_db
5-Isothiocyanato-1-pentene,compound,food_db
Piperidine,compound,food_db
Methylenebutanedioic acid,compound,food_db
Allantoic acid,compound,food_db
N-Methylbenzylamine,compound,food_db
"N,N-Dimethylbenzylamine",compound,food_db
Reticulatain 2,compound,food_db
1-Methoxyspirobrassinin,compound,food_db
Tuberoside D,compound,food_db
Cordeauxione,compound,food_db
Sennoside F,compound,food_db
Secoisolariciresinol,compound,food_db
Isopimpinellin,compound,food_db
Glucocaffeic acid,compound,food_db
Isolariciresinol,compound,food_db
Fusaroskyrin,compound,food_db
"3-(3,4-Dimethoxyphenyl)-2-propenoic acid",compound,food_db
cis-Caffeic acid,compound,food_db
Prangolarin,compound,food_db
Sennoside A,compound,food_db
Sennidin C,compound,food_db
Furofoline,compound,food_db
(±)-Cystine,compound,food_db
"Digitoxigenin 3-[glucosyl-(1->6)-glucosyl-(1->4)-2,6-dideoxyribohexoside]",compound,food_db
L-alpha-Amino-5-oxo-2(5H)-isoxazolepropanoic acid,compound,food_db
S-Allylcysteine,compound,food_db
3-(Methylthio)alanine,compound,food_db
S-Propyl-L-cysteine,compound,food_db
L-Cysteine,compound,food_db
Cysteine hydrochloride,compound,food_db
D-2-Aminobutanoic acid,compound,food_db
L-erythro-4-Hydroxyarginine,compound,food_db
erythro-5-Hydroxy-L-lysine,compound,food_db
L-Methionine,compound,food_db
Tigogenin,compound,food_db
Glucoconvallasaponin B,compound,food_db
"(3beta,5alpha,6a)-Cholesta-8,14-diene-3,6-diol",compound,food_db
Stenocereol,compound,food_db
4alpha-Methylfecosterol,compound,food_db
Physalin E,compound,food_db
Portensterol,compound,food_db
6-Deoxodolichosterone,compound,food_db
Physalolactone,compound,food_db
14alpha-Hydroxyixocarpanolide,compound,food_db
Thermophillin,compound,food_db
Dolichosterone,compound,food_db
Polypodosaponin,compound,food_db
cis-Cinnamic acid,compound,food_db
Ixocarpalactone B,compound,food_db
Physalin G,compound,food_db
Physalin L,compound,food_db
Physalin M,compound,food_db
D-Galactose,compound,food_db
Scopoletin,compound,food_db
7-Acetoxy-6-methoxycoumarin,compound,food_db
4-Deoxyphysalolactone,compound,food_db
"(3beta,4alpha,5alpha,24Z)-4-Methylstigmasta-8(14),24(28)-dien-3-ol",compound,food_db
"4-Acetoxy-3-geranylgeranyl-1,2-dihydroxybenzene",compound,food_db
Norbadione A,compound,food_db
Ginsenoside III,compound,food_db
Morellinol,compound,food_db
Physalin D,compound,food_db
Tocophersolan,compound,food_db
5-Hydroxymethyl-2-furancarboxaldehyde,compound,food_db
2-Methylfuran,compound,food_db
Yuccagenin,compound,food_db
Physalin J,compound,food_db
alpha-Solamarine,compound,food_db
beta-Solamarine,compound,food_db
Myricetin 3-galactoside,compound,food_db
Myricetin,compound,food_db
Myricetin 3'-glucoside,compound,food_db
Myricetin 3-rhamnoside,compound,food_db
Olitorin,compound,food_db
Convallatoxin,compound,food_db
Vitamin D3,compound,food_db
delta7-Avenasterol,compound,food_db
Diosgenin,compound,food_db
Funkioside C,compound,food_db
Monocrotaline,compound,food_db
Cepharadione A,compound,food_db
L-Theanine,compound,food_db
L-Serine,compound,food_db
(±)-Valine,compound,food_db
N-gamma-L-Glutamyl-L-methionine,compound,food_db
Hydroxyminaline,compound,food_db
"(3beta,5alpha)-3-Hydroxypregn-16-en-20-one",compound,food_db
Ibervirin,compound,food_db
Piperettine,compound,food_db
xi-3-Methyl-3-cyclohexen-1-ol,compound,food_db
N-(14-Methylhexadecanoyl)pyrrolidine,compound,food_db
19-Methoxypomolic acid 3-arabinoside,compound,food_db
"(3b,5b,22a,25R)-Furostane-22-methoxy-3,26-diol 3-[glucosyl-(1->2)-glucoside] 26-glucoside",compound,food_db
Hordenine,compound,food_db
Candicine,compound,food_db
Imperatorin,compound,food_db
Pedunculagin,compound,food_db
1-(4-Methylphenyl)ethanol,compound,food_db
Thymine 2-desoxyriboside,compound,food_db
Silenoside A,compound,food_db
1-Octacosanol,compound,food_db
"(Z,Z)-9,12-Octadecadienoic acid",compound,food_db
Methyl linoleate,compound,food_db
"Ethyl (Z,Z)-9,12-octadecadienoate",compound,food_db
"(E,E)-11,13-Octadecadien-9-ynoic acid",compound,food_db
1-Octadecanol,compound,food_db
Petroselinic acid,compound,food_db
Corticrocin,compound,food_db
Decanal,compound,food_db
Glycerol 1-(9Z-octadecenoate) 2-hexadecanoate 3-octadecanoate,compound,food_db
"Glycerol 1,2-dioctadecanoate 3-(9Z-octadecenoate)",compound,food_db
"(1R,2S)-Isocitric acid",compound,food_db
trans-Geranylgeranylbixin,compound,food_db
cis-Geranylgeranylbixin,compound,food_db
Silenoside B,compound,food_db
Silenoside C,compound,food_db
Agavoside A,compound,food_db
Perulactone,compound,food_db
Ixocarpalactone A,compound,food_db
Deoxycholic acid,compound,food_db
"7,8-Didehydrodesmosterol",compound,food_db
S-Propyl 1-propanesulfinothioate,compound,food_db
Diferuloylspermine,compound,food_db
2-Propenyl 3-(2-propenylsulfonyl)-1-propenyl disulfide,compound,food_db
Kaempferol 3-gentiobioside 7-rhamnoside,compound,food_db
Vinaginsenoside R16,compound,food_db
Vinaginsenoside R17,compound,food_db
5alpha-Cholest-7-en-3-one,compound,food_db
Withaperuvin F,compound,food_db
Cyclostenol,compound,food_db
Physalin I,compound,food_db
"1,8-Dihydroxy-3-hydroxymethylanthraquinone 1,8-di-O-b-D-glucoside",compound,food_db
w-O-beta-D-Glucopyranosylaloeemodin,compound,food_db
5alpha-Androst-16-en-3-one,compound,food_db
Peposterol,compound,food_db
Estrone,compound,food_db
alpha-Tocopherolquinone,compound,food_db
Rhababerone,compound,food_db
Ferulic acid,compound,food_db
trans-Ferulic acid,compound,food_db
Mangiferin,compound,food_db
Formic acid,compound,food_db
Phaseollinisoflavan,compound,food_db
2'-O-Methylphaseollinisoflavan,compound,food_db
Cryptogenin,compound,food_db
"1,2-Benzisothiazol-3(2H)-one",compound,food_db
3'-Hydroxy-4'-methoxyglabridin,compound,food_db
Cholic acid,compound,food_db
Ergocalciferol,compound,food_db
Withanolide A,compound,food_db
Methyl 2-propenyl trisulfide,compound,food_db
Agavoside G,compound,food_db
Pollinastanol,compound,food_db
Stigmasteryl glucoside,compound,food_db
Stigmasteryl palmitate,compound,food_db
"delta3,5-Deoxyneotigogenin",compound,food_db
3-Hydroxystigmast-5-en-7-one,compound,food_db
Spirotaccagenin,compound,food_db
(+)-1-Methylpropyl 3-(methylthio)-2-propenyl disulfide,compound,food_db
(-)-1-Methylpropyl 1-propenyl disulfide,compound,food_db
Cyclohexyl butanoate,compound,food_db
Cyclohexyl 3-methylbutanoate,compound,food_db
Cyclohexyl pentanoate,compound,food_db
